1.2	16897.2804509712
1.3	13783.600276754
1.4	11580.9359362136
1.6	8667.36752519903
1.8	6870.474926507
2	5606.77807557723
2.2	4779.63574914179
2.4	4155.21903856949
2.6	3670.41533724325
2.8	3286.20026898324
3	2983.84728872851
3.2	2732.06936336872
3.4	2526.8887822387
3.6	2346.70236126475
3.8	2198.12932140001
3.99	2075.63965662447
4.21	1946.90879850274
4.67	1737.26675266185
5.08	1591.20648989332
5.59	1444.01854745388
6.32	1284.92342678292
7.14	1146.07661978874
8.18	1023.58614066673
9.22	927.71062450307
10.3	854.232672720442
11.3	790.639748917435
12.3	744.768748750734
13.3	704.213241229631
14.3	669.251990887106
15.3	630.876807524968
16.2	603.417939010339
17.2	579.116445032489
18.1	556.800579425645
19.1	537.076493256387
20.1	518.382241859989
21.1	500.084211053444
22.7	475.06110314858
24.3	452.94725386414
25.9	432.476308806847
27.5	414.414872025155
29.1	398.14074439466
30.9	381.103576855203
33	363.339938653854
36	340.263777448446
39	320.946054086283
42	303.381185608119
45	287.64969609707
48	273.818402199445
50	265.199604442505
55	246.568847476886
60	230.458067005679
65	216.238292539686
70	203.245617113798
75	192.274072652853
80	182.630200946038
85	173.601076835476
90	165.959756472987
95	158.22575163431
100	151.919506311338
110	139.870803384842
120	129.895496686349
130	121.290481160228
140	113.327142552038
150	106.805040258612
160	100.976963748259
170	95.860058723321
180	90.6871019474669
190	86.2478167946516
200	82.5534581984327
210	79.6138752233139
220	76.0154301868347
230	73.0231893487966
240	70.4847450338378
250	68.0070920770039
260	65.6717855824817
270	63.5607912203835
280	61.516463612788
290	59.7003687717975
300	57.9539487493427
310	56.3586413284267
315	55.5979575397395
320	54.9157696014663
326	53.9979995911129
330	53.4652684046863
