1.2	15694.1346293777
1.3	12828.4647374787
1.4	10798.6799015069
1.6	8108.81464306921
1.8	6446.18253965762
2	5273.77600613924
2.2	4505.8166559876
2.4	3925.03615896345
2.6	3473.39060878884
2.8	3114.95555122328
3	2832.66250150327
3.2	2597.2847718082
3.4	2405.35627059159
3.6	2236.54687915472
3.8	2097.32505309896
3.99	1982.45862725034
4.21	1861.55642797939
4.67	1664.58482678404
5.08	1527.17383064129
5.59	1388.48039306265
6.32	1238.37359582893
7.14	1107.03464914445
8.18	991.114092838451
9.22	900.137414567929
10.3	830.383954486121
11.3	769.730390927357
12.3	726.054253769741
13.3	687.356234372116
14.3	653.956816432704
15.3	617.084390828862
16.2	590.723714009166
17.2	567.426451652542
18.1	545.958676219907
19.1	527.017323111514
20.1	509.033126702455
21.1	491.390912174404
22.7	467.260816325695
24.3	445.908889047962
25.9	426.105808487582
27.5	408.619818179661
29.1	392.848885156013
30.9	376.313300424297
33	359.054863771273
36	336.592097992577
39	317.771262030396
42	300.626452150565
45	285.250245832248
48	271.719395667416
50	263.278075622844
55	245.018683057997
60	229.20469851296
65	215.226183227501
70	202.433139001955
75	191.624617099263
80	182.116659652413
85	173.203095073373
90	165.658799698334
95	158.009033618389
100	151.774109750556
110	139.841183134525
120	129.95325906734
130	121.415253536791
140	113.503109028599
150	107.021466311714
160	101.225082827008
170	96.1333794924922
180	90.9785221896835
190	86.5538143811404
200	82.87193741273
210	79.9439685361516
220	76.3510561804151
230	73.3639921861176
240	70.8303570507829
250	68.355673673063
260	66.0221624961817
270	63.9124936035761
280	61.8683880147712
290	60.0525196439805
300	58.3055884787806
310	56.7096606611353
315	55.9485477873805
320	55.2662140250172
326	54.3473665240201
330	53.8142713303667
